"answer","option1","option2","option3","subject","question","explanation"
"The Red Arrow","The Stone of Erech","The Black Serpent of Harad","The Dead Men of Dunharrow","Lord Of The Rings","What is the name of the token that Denethor, the Steward of Gondor, receives from Boromir to request aid from Rohan in the form of reinforcements?","The Red Arrow' is a significant token."
"The Red Book of Westmarch","The Palantir of Orthanc","The Mirror of Galadriel","Galadriel's Phial","Lord Of The Rings","What is the name of the book that Bilbo and Frodo write and compile their adventures and experiences?","The Red Book records their adventures."
"The Return of the King","The Two Towers","The Silmarillion","The Fellowship of the Ring","Lord Of The Rings","Which book in J.R.R. Tolkien's trilogy chronicles the final stages of the War of the Ring and the crowning of Aragorn?","The Return of the King chronicles these events."
"The Ringwraiths","Boromir's Horn","String","The Council of Elrond","Lord Of The Rings","What menacing and Nazgûl-riders are servants of Sauron and relentlessly hunt for the One Ring?","The Ringwraiths are menacing servants of Sauron."
"The Scouring of the Shire","Elendil's Sword","The Last of the Noldor","The Grey Havens","Lord Of The Rings","What event involves the Hobbits returning to the Shire, only to discover that it has been taken over by ruffians and corrupted by the influence of Lotho Sackville-Baggins and Saruman?","The Scouring of the Shire' is a pivotal event."
"The Shards of Narsil","Gandalf's Staff","The Arkenstone","Gimli's Helmet","Lord Of The Rings","What remains of the once-mighty sword Narsil after its breaking?","The Shards of Narsil are what remains of the sword."
"The Siege of Minas Tirith","The Battle of the Pelennor Fields","The Destruction of Isengard","The Witch-king of Angmar","Lord Of The Rings","What critical battle and siege takes place Where the forces of Gondor and Rohan defend the city of Minas Tirith against the overwhelming might of Sauron's armies?","The Siege of Minas Tirith is a crucial battle."
"The Silmarillion","The Two Towers","The Return of the King","The Fellowship of the Ring","Lord Of The Rings","What collection of stories and mythos provides a detailed history of Middle-earth and its creation by Eru Ilúvatar?","The Silmarillion provides a detailed history of Middle-earth."
"The Steward and the King","Homeward Bound","Many Partings","The Scouring of the Shire","Lord Of The Rings","What chapter describes Aragorn's return to Gondor, his reunion with Arwen, and his coronation as King Elessar Telcontar?","The Steward and the King' is a momentous chapter."
"The Stone of Erech","The Black Serpent of Harad","The Haradrim","The Dead Men of Dunharrow","Lord Of The Rings","What is the name of the ominous stone or hill that serves as the gathering place for the Dead Men of Dunharrow, whom Aragorn calls upon to fulfill their oath and aid in the War of the Ring?","The Stone of Erech' plays a crucial role."
"The Sword of Elendil","The Sword of Theoden","The Sword of Isildur","Gimli's Helmet","Lord Of The Rings","What is the original name of the sword Narsil, which belonged to Isildur and later became Anduril?","The Sword of Elendil is the original name of Narsil."
"The Sword of Isildur","The Sword of Theoden","The Sword of Elendil","Gimli's Helmet","Lord Of The Rings","What is the name of the sword that Isildur used to cut the One Ring from Sauron's finger?","The Sword of Isildur cut the One Ring."
"The Sword of Theoden","The Horn of Helm Hammerhand","Smeagol's Precious","Gimli's Helmet","Lord Of The Rings","Which sword, reforged from the shards of Narsil, is wielded by King Theoden of Rohan?","The Sword of Theoden is reforged from Narsil."
"The Tower of Cirith Ungol","The Morgul Vale","The Land of Shadow","The Field of Cormallen","Lord Of The Rings","What is the name of the tower located in Mordor, where Frodo and Sam are captured and Frodo is temporarily held captive before being rescued by Sam?","The Tower of Cirith Ungol is a perilous location."
"The Trollshaws","The Wold","Grey Company","Weather Hills","Lord Of The Rings","What is the name of the wooded and hilly region located east of Rivendell, where the Fellowship encounters trolls and where the hidden valley of Imladris (Rivendell) is found?","The Trollshaws' is near Rivendell."
"The Two Towers","The Silmarillion","The Return of the King","The Fellowship of the Ring","Lord Of The Rings","Which book in J.R.R. Tolkien's trilogy is named after the pair of tall structures in the land of Gondor?","The Two Towers is named after the structures in Gondor."
"The Watcher in the Water","Valinor","Ulmo","The Balrog of Moria","Lord Of The Rings","What mysterious and tentacled creature guards the entrance to the Mines of Moria and attacks the Fellowship?","The Watcher guards the entrance to Moria."
"The White Tree of Gondor","The Palantir of Orthanc","The Mirror of Galadriel","Galadriel's Phial","Lord Of The Rings","What ancient and revered symbol of Gondor is kept in the court of Minas Tirith and represents the line of kings?","The White Tree symbolizes the line of kings in Gondor."
"Theoden's Golden Hall","The Palantir of Orthanc","The Mirror of Galadriel","Galadriel's Phial","Lord Of The Rings","What is the grand hall in Meduseld, the royal palace of Rohan, where King Théoden holds court?","Theoden holds court in Theoden's Golden Hall."
"Theoden","Gondor","Boromir","Shelob","Lord Of The Rings","Who is the King of Rohan during the events of 'Lord of the Rings'?","Theoden is the King of Rohan during the story."
"Théodred","The Palantir of Orthanc","The Mirror of Galadriel","Galadriel's Phial","Lord Of The Rings","Who is the son of King Théoden and falls in battle during the War of the Ring?","Théodred is the son of King Théoden."
"Thrain II","The Hobbit","Dáin Ironfoot","Durin IV","Lord Of The Rings","Which Dwarf, Thorin Oakenshield's father, was imprisoned by the Necromancer in Dol Guldur before he went missing?","Thrain II was imprisoned and went missing."
"Thrain","Glóin","The Prancing Pony Innkeeper","Bifur","Lord Of The Rings","Who is the father of Thorin Oakenshield and the King of Durin's Folk before his disappearance?","Thrain is the father of Thorin Oakenshield."
"Thranduil's Crown","Smaug the Dragon","The Hobbit","The Arkenstone","Lord Of The Rings","What valuable treasure does Thranduil, the Elven King of Mirkwood, demand as a share of the treasure from Thorin's company?","Thranduil demands a share, including his crown."
"Treebeard's Ent-draught","Dori","Nori","Oin","Lord Of The Rings","What rejuvenating drink, offered to Merry and Pippin by Treebeard the Ent, causes them to grow taller and stronger?","Treebeard offers them an Ent-draught."
"Ulmo","Valinor","Narsil","Anduril","Lord Of The Rings","Which Valar is associated with water and is the Lord of Waters in 'The Silmarillion'?","Ulmo is the Valar associated with water."
"Uruk-hai","Elrond","Radagast the Brown","Eagles","Lord Of The Rings","What fearsome breed of orc are created by Saruman and serve as his army?","Uruk-hai are the fearsome orcs created by Saruman."
"Valinor","Narsil","Ulmo","Anduril","Lord Of The Rings","What is the name of the Undying Lands where the Valar and the Eldar dwell in 'The Silmarillion'?","Valinor is the Undying Lands of the Valar and Eldar."
"Varda","Yavanna","Glóin","Bifur","Lord Of The Rings","Which Valar is also known as Elbereth and is associated with the stars and light in 'The Silmarillion'?","Varda is also known as Elbereth and associated with stars and light."
"Yavanna","Varda","Glóin","Bifur","Lord Of The Rings","Which Valar is responsible for the creation of plants and is often associated with nature in 'The Silmarillion'?","Yavanna is a Valar associated with nature in 'The Silmarillion.'"
"Fili","Yavanna","Balimund","Kili","Lord Of The Rings","Which dwarf from Thorin Oakenshield's company is the brother of Kili and known for his fair hair?","Fili is the brother of Kili and known for his fair hair."
"Kili","Yavanna","Balimund","Fili","Lord Of The Rings","Which young dwarf from Thorin Oakenshield's company has a close relationship with his brother Fili?","Kili has a close relationship with his brother Fili."
"The Battle of Dale","The Battle of Azanulbizar","The Battle of the Hornburg","The Battle of Helm's Deep","Lord Of The Rings","What climactic battle takes place as part of the conflict involving the Men of Dale, Elves, Dwarves, and Orcs?","The Battle of Dale was a climactic conflict that took place in the vicinity of Dale, involving the Men of Dale, Elves, Dwarves, and Orcs."
"The White Council","The Nazgûl","The Watcher in the Water","The Ford of Bruinen","Lord Of The Rings","What council of powerful beings, including wizards and Elves, forms to oppose the growing power of Sauron?","The White Council was a powerful assembly of beings, including wizards and Elves, formed to oppose Sauron and his growing power."
"The Barrow-downs","The Dead Marshes","Dol Guldur","Mirkwood","Lord Of The Rings","What eerie and ancient burial mounds pose a danger to Frodo and his companions as they journey through the Old Forest?","The Barrow-downs are eerie and ancient burial mounds that pose a danger to Frodo and his companions as they journey through the Old Forest."
"The Paths of the Dead","Cirith Ungol","Dol Guldur","The Bridge of Khazad-dûm","Lord Of The Rings","What eerie and haunted passageways in the White Mountains are traversed by Aragorn and the Grey Company?","The Paths of the Dead are eerie and haunted passageways located in the White Mountains. Aragorn and the Grey Company traverse these eerie paths, seeking to fulfill an ancient oath and enlist the spectral Dead Men of Dunharrow in the war against Sauron."
"The Battle of Helm's Deep","The Battle of the Five Armies","The Great Smials","The Battle of Azanulbizar","Lord Of The Rings","What epic battle occurs between the people of Rohan and Saruman's Uruk-hai forces, culminating in a dramatic victory for the defenders of Rohan?","The Battle of Helm's Deep is a major conflict."
"The Fall of Sauron","The Battle of Helm's Deep","The Siege of Minas Tirith","The Destruction of Isengard","Lord Of The Rings","What event marks the ultimate defeat of The Dark Lord and the destruction of the One Ring, leading to the end of the War of the Ring?","In the climactic culmination of the War of the Ring, The Fall of Sauron marked The Dark Lord's defeat, bringing an end to his malevolent reign and the destruction of the One Ring, which marked a pivotal moment in the history of Middle-earth."
"The Last Alliance of Elves and Men","The Free Peoples of Middle-earth","The White Council","The Fellowship of the Ring","Lord Of The Rings","What historic alliance was formed to combat the Dark Lord Sauron at the end of the Second Age?","The Last Alliance of Elves and Men was a historic alliance that was formed between Elves and Men to combat the Dark Lord Sauron at the end of the Second Age."
"Michel Delving","Buckland","Hobbiton","Tuckborough","Lord Of The Rings","What is the chief town and capital of the Shire, known for its imposing white stone buildings?","Michel Delving was the chief town of the Shire. It was located in the White Downs that lay within the Westfarthing on the East Road. Although located within a hilly region the town had many above-ground houses of wood, brick, or stone."
